ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt
038110-KR,CP0000028007,에코플라스틱,Ecoplastic Corporation,"지배회사인 동사와 종속회사인 아이아와 코모스는 동종 업종인 자동차용 부품을 제조, 판매하는 회사임. 주력 제품인 Plastic Bumper의 주요 경쟁업체는 LG하우시스, 캠스, 아이아, 프라코, 기아(IN-LINE), BMI가 있음. 종속회사인 아이아의 생산 제품은 자동차 부품중 고무류와 플라스틱류로, 기아를 주 고객으로 점진적으로 현대차 비중을 늘려가는 추세임.",KRX,97688.8
092780-KR,CP0000028008,동양피스톤,"DONGYANG PISTON CO., LTD","1977년 6월 설립된 동사는 연결실체 기준으로 내연기관용 엔진피스톤을 전문적으로 생산, 판매하는 피스톤 전문기업임. 오리엔스를 인수하여 국내 1위 피스톤 업체로 발돋움하였으며 중국, 멕시코 현지법인에서 피스톤을 생산하고 있는 글로벌 기업임. 향후에 발생할 친환경차 수요에 적극적으로 대응 및 사업다각화를 통한 기업가치 제고를 위하여 2018년 11월 우신공업 수소연료전지자동차용 인클로저 및 매니폴드 블록 사업 양수계약을 체결함.",KRX,67817.8
014580-KR,CP0000021885,태경비케이,"Taekyung BK Co., Ltd.","동사는 1980년 1월 설립되었으며 1991년 3월 한국거래소에 상장되었음. 석회사업 부문에서 선두주자로서의 지위를 공고히 하기 위해 동사 데이터 기준 2021년 석회시장 점유율 20%대를 유지하고 있음. 석회제품은 주로 철강, 건축자재, 환경오염 방지업계 등에 납품하고 있음. 건설 및 조선업계 등 철강 산업은 국내경기와 밀접한 관계가 있어 계속적인 환경규제에 따른 환경오염 방지 사업 확장에 밀접하게 관련한 사업임.",KRX,117366
357550-KR,CP0000021886,석경에이티,"Sukgyung AT Co., Ltd.","동사는 덴탈 소재, 화장품 원료사업을 포함한 바이오헬스케어 산업, 프린터 토너 소재, 플라스틱 필름용 소재를 포함한 전기전자 소재 사업을 영위하고 있음. 동사는 2000년 12월 석경화학에서 석경에이티로 법인 전환하면서 설립되었고 석경화학에서 주로 다루었던 나노소재를 주력 사업으로 연구개발 및 제조와 판매를 개시하였음. 현재는 신기능을 발현할 수 있는 새로운 무기소재를 포함, 네 가지 사업부문을 중심으로 제품을 생산하고 있음.",KRX,93007.8
131100-KR,CP0000021887,스카이이앤엠,"SKY E&M Co., Ltd.","동사는 리튬이차전지의 주원료인 전해액 소재(원재료)와 LCD 패널 공정재료로 사용되는 에천트 소재(원재료)를 주력으로 생산하는 전자화학소재 전문 기업임. 주력 품목은 리튬이온전지 및 리튬이온폴리머전지로 IT분야(테블릿, 노트북, 스마트폰 등), 전기자동차, 전력저장장치 등에 활용되고 있음. 국내 전해액 3사(파낙스이텍, 솔브레인, LG화학)와의 안정적인 원료공급에 대한 협력 파트너십을 더욱 강화하고 있음.",KRX,82363.4
007770-KR,CP0000021888,한일화학공업,"Hanil Chemical Industry Co., Ltd.","동사는 1972년 3월 28일에 설립되었으며, 아연화(Zinc Oxide)로 주사업을 이루어가고 있으며, 연결대상 종속회사로 중국에 위치한 한일화공 유한회사가 있음. 아연화는 고무공업, 도료, 세라믹, 요업, 사료, 화장품 등 다양한 산업의 기초원료로 사용되는 자재임. 아연화 시장에서 동사는 안정된 영업상의 지위와 우월한 품질보증능력을 바탕으로 지속적으로 업계 선두의 점유율을 유지하고 있음.",KRX,68094
051390-KR,CP0000023146,와이더블유,YW COMPANY LIMITED,"동사는 1995년 7월 26일 설립되어 WiBro용 통신장비, 유ㆍ무선 종합 정보통신회사로  2001년 11월 15일 코스닥시장에 상장됨. 동사가 현재 영위하고 있는 주된 사업내용은 도매업 (렌탈물품 공급), 기업금융 등이며,  렌탈은 렌탈고객들로 하여금 렌탈기간동안 렌탈물건을 사용하면서 렌탈료를 분할하여 납부하도록하는 사업임. 기업금융이란 안전한 기업의 회사채를 매입 운용하여 자금의 효율적인 활용을 도모하는 것을 말함.",KRX,32467.6
141020-KR,CP0000023147,포티스,Fortis. Inc.,"동사는 2006년 9월 1일 디지털 셋톱박스 전문 기업으로 설립하여, 2013년 1월 29일 한국거래소 코스닥증권시장에 주식을 상장함. 동사는 2021년 12월 20일 기업회생절차 과정에서 축산물 유통사업의 추진을 허가받아 현재까지 영업을 진행중임. 수입육 및 국내산돈육의 국내유통을 주력사업으로 하고 있음. 동사는 업계에서 최고수준의 보유현금과 가격예측 능력을 기반으로 지속적으로 시장 장악력을확대해 나아가고 있음.",KRX,0
025750-KR,CP0000026237,한솔홈데코,"Hansol HomeDeco Co., Ltd.","동사와 연결회사 사업은 목재 사업부문과 열병합발전 사업부문, 조림 사업으로 구분됨. 목재사업 부문은 보드(MDF), 마루, 인테리어 등의 제품과 상품을 판매함. 목재사업 부문이 전체 매출의 대부분을 차지함. 대리점과 건설사, 가구사 등에 제품, 상품을 판매함. 익산과 베트남에 생산시설을 운영함. Hansol Newzealand Ltd., Hansol Homedeco Vietnam Co., Ltd.을 연결대상 종속회사로 보유함.",KRX,113194
032860-KR,CP0000026267,휴먼엔,"Human N, Inc.","동사는 1985년 12월 16일 설립되어, 1997년 7월 4일 코스닥시장에 상장됨. 철스크랩, 철강재 국내 유통 및 수출입을 주요사업으로 영위하였으나, 수익성 감소로 중단함. 신규사업으로 블록체인 기술 사업과 보안솔루션 기술 및 제품 개발 사업, 호텔&리조트 사업의 진행을 준비하고 있음. 2019년 12월 블록체인 및 보안 소프트웨어기술을 보유하고 있는 블록체인 전문기업 글로스퍼의 지분 74.53%를 인수함.",KRX,65281.9
048470-KR,CP0000026268,대동스틸,"DAE DONG STEEL Co., Ltd.","1973년 8월 설립된 동사는 토목, 건설, 자동차, 조립금속, 조선 등에 사용되는 열연제품 및 후판을 절단가공하여 생산, 판매하고 있음. 포항공장은 POSCO와 인접한 공업단지 내에 생산공장이 위치하여 Steel Service를 함으로써 물류비용의 최소화로 경쟁력을 확보함. 동사는 현재 POSCO의 8개 열연제품 지정판매점 중 가장 수요가 많은 지역인 서울을 비롯한 중부권, 영남권, 충청권을 주요 사업영역으로 함.",KRX,51891.5
075180-KR,CP0000026270,새론오토모티브,Saeron Automotive Corporation,"Brake Pad, Lining, Rotor Facing 등 자동차 부품의 제조 및 판매를 주요사업으로 영위. 주요 매출처는 자동차 제조사인 현대자동차, 기아, 폭스바겐, GM, 지리자동차, 장안자동차 등을 비롯한 주요 완성차 제조회사와 만도, 현대모비스 등이 있음. 매출의 내수 및 수출 구성은 2022년 1분기기준으로 내수 비중은 87.4%로써 큰 비중을 차지하고 있으며, 수출 비중은 12.6%임.",KRX,95616
024120-KR,CP0000026271,KB오토시스,"KB Autosys Co., Ltd","동사는 1985년 설립되어 자동차 브레이크 패드(마찰재) 및 라이닝의 제조 및 판매 등을 주요 사업으로 영위하고 있음. 국내 제조시설에서 제품을 제조하고 있으며, 100% 출자한 해외현지법인으로서 장가항 법인, 인도 첸나이 법인, 미국 법인을 자회사로 보유하고 있음. 동사는 기존 출시 차량과 신규 개발될 신차 등에 동사 제품을 적용하기 위해 OEM/AM업체에 대하여 기술개발 및 마케팅 활동을 강화하고 있음.",KRX,68310
041650-KR,CP0000026272,상신브레이크,"Sangsin Brake Co., Ltd.","동사는 자동차부품에서 브레이크 관련 부품인 LINING, PAD, SHOE 등을 제조하여 완성차 업체에 납품하는 전문 자동차부품업체. 동사가 제조한 브레이크 PAD 등을 조립하여 완성차 업체에 납품하는 BREAK ASSEMLY 사업과 세탁기 브레이크를 제조하는 마찰재 사업으로 구성. 종속회사인 상신이엔지㈜는 동사에 마찰재 전용 설비를 판매하고 있으며, 해외 시장으로 중국 및 일본, 태국, 이란까지 판매망을 구축하고 있음.",KRX,66309.2
109080-KR,CP0000023968,옵티시스,"Opticis Co., Ltd","세계 최초로 디지털광링크를 개발, 판매했으며, 특히 의료영상, 디지털 싸이니지, 교육, 방송 등 여러 분야에 신호 손실 없고 선명한 장거리 영상 전송하는 제품을 제조하고 있음. 컴퓨터와 디지털 디스플레이 기기를 포함해 각종 디지털 멀티미디어 기기들 사이에 고속의 디지털 신호를 광전송 모듈을 이용해 전송하는 디지털 광링크를 개발제조함. 디지털 광링크의 주요 응용시장은 의료 진단장비, 수술장비의 수술영상 전송 분야 등임.",KRX,71126.3
101390-KR,CP0000023969,아이엠,"IM Co., Ltd.","동사는 전자제품에 적용되는 광모듈부품 판매를 주요 사업으로 영위하고 있음. 사업부문은 크게 Optical Solution과 Mobile 두 개 부문으로 나누어짐. 동관아이엠디지탈전자유한공사, 천진아이엠전자유한공사 등 8개 회사를 연결대상 종속회사로 보유하고 있음. 스마트폰 시장 성장세가 둔화되고 스트리밍 서비스가 보급화되며 동사 제품 수요가 감소함. 그러나 폴더블폰, 5G 스마트폰 등의 등장으로 인해 시장 성장이 기대됨.",KRX,37520.9
009140-KR,CP0000023970,경인전자,"Kyung In Electronics Co., Ltd.","동사는 전자부품 제조업체로서 SWITCH,  REMOCON, THERMOSTAT 제조사업을 영위하고 있으며, 09년 이후 자동차용 부품 사업을 추진하고 있음. 글로벌 고객사 다변화 영업 정책을 진행 결과 지난 2020년부터 신규 해외 리모컨시장에 성공적 진출함. 핵심적인 사출물인 페놀케이스 가공을 위한 열경화성 사출 설비를 완비하고 정밀한 부품가공 및 생산성 증대를 위한 고속 프레스 설비를 확보함.",KRX,33055.3
187270-KR,CP0000023971,신화콘텍,Shin Hwa Contech Co.Ltd.,"2002년 설립한 커넥터 제조업체로서 2006년에 신화콘텍으로 상호를 변경하였고, 2014년에 베트남에 법인을 설립하였음. 업종은 전자부품 제조 및 판매업을 주 사업목적으로 하고 있으며, 이외에도 상품유통 및 재생웨이퍼사업을 함께 영위함. 특히 모바일용 커넥터는 국내 우주일렉트로닉스, 제이엔티스, 해외 진출기업인 히로세코리아, 한국몰렉스가 경쟁 중임. 주요 고객은 삼성전자와 LG전자, Seagate 등이 있음.",KRX,55559.2
038950-KR,CP0000021924,파인디지털,FINEDIGITAL INC.,"동사는 유·무선통신장비 개발 및 판매 등을 영위할 목적으로 1992년 설립되었으며, 1999년 명신정보시스템을 흡수합병하고 상호를 '파인디지털'로 변경함. 주요 사업은 차량용 블랙박스/내비게이션 장치 및 골프거리측정기 개발/판매이며 주요 판매처는 온라인쇼핑몰, 오픈마켓, 대리점 등임. 내비게이션 및 블랙박스 제품의 경우 온라인 쇼핑몰을 통해 B2C 판매에 높은 비중을 두고 있음.",KRX,45761.5
031510-KR,CP0000027998,오스템,"Austem Co., Ltd","1990년 3월에 설립되어 1997년 2월 코스닥시장에 주식을 등록함. 주요사업 분야는 '자동차 부품제조'으로 부품을 조립하여 자동차로 완성되는 복합적 성격의 기술 및 자본집약적 산업으로 관련 산업에 대한 파급효과가 크고, 규모의 경제가 요구되는 대표적인 종합산업임. 동사는 신규사업으로 안마의자 제조사업에 진출하기로 결정, 바흐라는 합작법인 설립에 참여하여 지분 40%를 취득함.",KRX,49835.5
012280-KR,CP0000027999,영화금속,"Yeong Hwa Metal Co., Ltd.","1977년 설립 된 동사는 주물을 제조하여 자동차부품을 생산하고 있으며, 자동차부품의 상품을 구입해 판매하고 있음. 자동차 부품은 전체 매출의 대부분을 차지함. 2014년 자회사인 엔브이에프를 흡수합병해 자동차사업을 중심으로 경쟁력을 강화하고 있음. 완성차 업체의 지속적인 신차종 출시와 차량 보유대수의 증가에 따른 AS용 부품 수요의 확대, 해외 시장 확대 전략에 따라 수주 물량 비교적 안정적.",KRX,59488.3
000300-KR,CP0000028000,대유플러스,"DAYOU PLUS Co., Ltd.","동사의 주요 사업은 정보통신부문, 전기자동차 충전기 제조 및 판매,  에너지사업부문, 자동차용 부품 개발 및 판매사업을 영위하는 HL사업부문,  가전부문, 자동차 자동차부품 부문이 있음. 동사의 연결대상 종속회사인 대유글로벌은 자동차 알루미늄휠을 생산하여 현대모비스, 현대자동차, 기아, 현대위아, 현대글로비스, 케이엠씨아이 등에 납품. 대유에이피는 자동차 스티어링휠을 생산하여, 완성차 업체에 스티어링휠을 납품.",KRX,110106
040610-KR,CP0000028001,SG&G,SG & G Corporation,"동사는 1993년 11월 설립되어 2000년 4월 코스닥시장에 상장함. 2008년 3월 28일 회사의 상호를 가로수닷컴에서 SG&G로 변경함. SG그룹 주요회사들에 대한 동사의 지배회사의 지위가 2020년 1월 1일부로 해지됨. 동사와 종속회사의 사업부문은 물류사업부문(3PL, 국제물류), 자동차부품제조부문, 금형제조부문, 원전부품 제조부문 기타사업부문 등으로 나뉨.",KRX,68673.3
058220-KR,CP0000023148,아리온테크놀로지,Arion Technology Inc.,"동사는 1999년 10월 28일에 설립하여, 2005년 8월 5일 한국거래소 코스닥증권시장에 주식을 상장함. 동사는 1999년 창사 이래 전세계 디지털방송의 확대에 발맞추어 위성 방송수신기를 시작으로 다양한 디지털 셋톱박스를 연구 개발하여 세계시장에 공급하면서 성공적인사업기반을 구축했음. 동사는 신규사업으로 엔터테인먼트 사업을 영위하고자 종속회사의 지분을 2016년에 취득함.",KRX,0
